Pathway	0010_07-09-16	0354_01-10-17	0677_08-19-17	0904_07-10-17	0963_05-23-17	1203_01-23-17	1320_03-23-16	1593_09-12-17	1709_09-19-17	1894_04-24-18	1985_06-07-16	2045_08-21-17	2409_08-02-16	2651_11-22-16	3227_08-15-17	3315_06-07-16	3321_03-08-16	3329_11-01-16	3369_08-07-18	3545_12-13-16	3660_09-20-16	3836_02-27-17	3898_12-27-16	3899_06-13-18	3921_07-18-17	3955_08-25-17	4018_01-05-16	4100_01-03-17	4374_02-28-17	4471_01-03-17	4489_11-17-15	4546_04-26-16	4582_05-23-17	4657_08-23-16	4759_08-16-16	4913_03-07-17	4954_11-23-16	5160_07-19-16	5287_10-19-16	5338_08-04-17	5432_01-27-16	5600_07-10-17	5702_04-26-16	5890_09-27-16	5913_01-24-17	5975_07-18-17	6037_07-10-18	6070_08-30-17	6100_12-27-16	6673_12-07-16	6753_10-30-18	6995_03-15-16	7005_02-14-18	7551_11-02-16	7660_05-01-18	7768_08-15-17	7786_11-08-16	7953_05-15-18	8012_12-09-15	8118_02-09-16	8120_05-22-18	8158_04-12-16	8186_11-22-16	8344_05-02-17	8507_05-03-16	8633_04-19-16	9059_02-02-16	9120_02-09-16	9176_03-29-16	9190_03-14-18	9371_10-16-18	9591_03-14-17
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0	104.525	244.703	0	0	0	235.771	142.938	41.1921	0	102.201	207.736	0	179.99	230.38	33.3507	152.515	36.944	289.302	0	0	194.522	112.006	50.6635	210.307	175.054	158.167	201.726	229.246	0	227.833	0	190.812	208.866	109.364	338.222	173.836	336.685	0	200.707	113.347	235.443	188.468	18.6829	231.61	214.401	29.2319	14.8362	0	219.303	297.291	232.302	225.079	222.931	81.5959	162.83	0	20.0718	0	19.2793	200.446	61.1167	273.077	106.802	182.847	186.657	343.44	255.293	0	168.435	109.28	95.5873
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.5855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173	205.132	110.049	1.83144	0	0	0	23.0231	0	0	0	0	3.27701	0	33.1477	6.9378	0	251.29	524.61	0	0	69.503	0	66.9306	0	0	0	16.5106	23.3256	47.6542	0	84.0942	2.46821	0	409.247	48.4193	365.121	246.64	98.981	0	1.46791	69.2589	4.41418	11.9112	57.601	34.8411	54.871	0	95.7027	0	0	576.69	178.45	71.7798	0	201.934	0	133.002	28.4214	0	0	0	402.471	61.1997	5.48895	0	0	115.391	0	0	0	0	27.8237
PWY-5178: toluene degradation IV (aerobic) (via catechol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5181: toluene degradation III (aerobic) (via p-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.805	0	0	0	0	0	2.09061	0	0	9.9756	1.80133	0	0	0	0	0	0	41.5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0	70.7104	210.411	0	0	0	40.8386	24.2039	0	0	10.062	56.4814	0	63.7729	88.6872	0	155.048	570.351	91.7322	0	43.4581	71.3325	132.778	7.00683	115.512	84.4683	41.5402	70.2196	141.064	0	210.836	384.686	82.6795	165.764	47.1469	265.777	125.751	163.256	0	81.7012	141.244	159.224	168.939	131.006	163.58	229.286	7.59867	94.7589	0	82.2713	404.072	223.957	101.075	39.3197	104.492	234.358	0	642.009	0	0	50.7517	154.57	146.215	0	39.1328	34.9672	192.019	98.2849	0	9.08588	34.1144	254.312
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	195.349	55.4652	18.2074	0	0	0	19.9788	0	0	0	0	6.05652	0	25.1638	44.3174	0	117.028	40.9619	0	0	21.6123	0	2.76947	0	0	0	8.64549	36.8579	79.8084	0	98.5406	189.476	12.3528	108.898	10.4679	135.993	87.1102	135.181	0	57.215	96.5257	6.64096	94.9334	87.9475	4.595	99.1096	17.18	133.034	0	0	335.579	124.085	19.1099	0	59.4954	0	94.7243	36.8838	0	0	0	61.0096	68.8352	0	0	0	120.592	0	0	0	0	54.0994
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	192.197	0	0	0	0	14.529	0	0	0	0	11.3698	0	0	11.5306	0	226.492	638.571	0	0	29.5397	0	31.1136	0	9.44422	0	42.889	7.47233	0	0	12.6506	0	0	0	188.321	165.752	362.166	0	0	0	39.7917	14.1342	0	30.3825	32.71	23.5875	0	0	0	0	445.133	334.14	0	79.8673	253.683	50.8772	0	359.058	182.027	0	0	389.376	0	0	0	34.8138	0	176.12	0	0	0	9.9874
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	0	0	1.38235	0	0	0	0	0	0	0	7.96543	0	0	6.5025	0	0	0	0	0	0	0	0	0	0	0	0.931129	5.66434	7.40727	0	0	0	0	0	0	0	0	0	0	0	0	1.8454	0	0	0	0	0	0	0	0	0	0	33.0741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.47	0	0	0	0	18.511
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0348
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	121.764	8.64494	0	0	111.184	120.94	0	0	0	0	57.7759	0	158.702	53.0987	0	177.086	197.52	20.1874	0	20.7912	0	24.4325	0	0	4.30541	49.7	115.773	133.817	0	206.015	139.402	20.4183	0	155.85	218.827	148.189	299.543	0	0	70.1277	59.4812	65.481	34.2456	163.611	83.4706	0	12.4834	0	0	377.206	195.154	179.583	17.13	70.3197	0	0	37.8231	0	0	0	35.8996	168.193	0	0	0	217.501	0	0	0	0	99.5684
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0	0	210.103	0	258.454	104.329	77.9539	0	0	0	17.2668	44.9107	0	143.662	54.3977	0	115.834	127.07	10.6973	0	130.071	0	163.105	27.6344	67.3834	5.67735	36.1163	119.842	198.279	0	228.261	170.135	24.7599	0	65.5517	404.286	0	299.574	0	19.9502	131.433	50.5284	58.3631	72.374	124.901	117.43	38.6518	26.1362	0	28.5091	39.274	228.705	105.998	136.204	0	0	0	0	0	23.8108	29.4944	486.282	229.067	8.72642	0	10.568	260.947	83.5473	0	5.99397	0	112.297
PWY-5367: petroselinate biosynthesis	0	248.842	116.953	0	0	0	6.36724	0	0	0	0	0	0	3.6596	3.08972	0	85.9479	0	0	0	45.0507	0	0	0	0	0	0	10.168	36.4651	0	39.9337	0	0	99.4262	7.46783	79.8293	47.7412	60.43	0	0	1.08272	0	11.5107	112.588	33.1916	8.28811	32.0879	89.2054	0	0	0	127.352	0	0	659.944	0	0	168.342	0	0	0	399.322	31.9439	0	0	0	51.0799	0	0	0	0	93.0849
PWY-5381: NAD salvage (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57277	0	0	0	0	0	0	0	0	0	0	23.2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8215
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0	0	4.78764	0	0	0	26.7687	0	0	0	0	39.6944	0	29.005	13.3926	0	26.8129	0	98.6079	0	27.4009	0	112.526	15.7029	0	58.9779	37.9037	55.8054	86.1473	280.97	182.63	4.96219	6.43295	108.358	0	364.542	39.272	156.837	0	0	112.354	92.9713	15.1925	25.5222	53.6478	33.2137	3.52069	32.4478	0	0	91.2078	245.06	95.5922	100.045	0	84.703	0	0	197.716	0	0	162.907	114.641	0	0	0	87.0481	29.3947	0	3.82363	0	116.28
PWY-5392: reductive TCA cycle II	0	0	0	0	0	0	2.32664	0	0	0	0	0	0	5.60847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79569	15.8753	0	0	0	8.00012	0	0	0	0	0	0	0	0	18.2804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30325	0	0	0	0	0
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.165	0	0	0	0	0	1.42864	0	0	8.26266	1.21642	0	0	0	0	0	0	30.3631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.165	0	0	0	0	0	1.42864	0	0	8.26266	1.21642	0	0	0	0	0	0	30.3631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	0	0	4.55931	0	0	0	28.978	0	0	0	0	0	0	0	8.63313	0	0	0	0	0	0	0	17.311	0	0	0	0	5.20835	0	0	0	6.29784	0	0	0	35.7071	0	0	0	3.66945	50.2478	11.4673	0	0	47.4848	31.7152	0	0	0	0	0	131.045	12.9193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.0156
PWY-5484: glycolysis II (from fructose 6-phosphate)	0	149.995	55.5725	170.278	277.817	271.914	156.997	281.272	236.331	0	546.084	155.371	0	256.263	180.71	52.3903	233.432	646.214	215.36	398.53	267.796	334.151	191.493	212.833	155.8	238.647	240.643	250.92	348.057	0	282.593	120.388	251.44	253.28	263.649	429.039	588.781	366.842	0	31.8008	213.179	302.57	94.7089	82.4665	289.385	148.041	136.681	186.568	78.5898	6.13112	482.185	393.934	287.463	285.916	309.18	36.3438	0	376.284	0	45.6235	183.476	127.563	348.918	383.194	92.6702	234.827	281.485	317.241	0	333.208	178.069	219.902
PWY-5497: purine nucleobases degradation II (anaerobic)	0	0	0	0	0	0	111.538	75.2289	0	0	0	80.3093	0	100.387	97.0957	0	0	0	52.1449	0	0	37.0415	0	6.07244	25.6603	24.325	27.5481	81.7725	116.75	0	78.5395	0	54.872	0	0	110.281	0	89.7527	0	66.0794	29.4249	49.3376	77.3278	0	30.4432	59.9326	0	0	0	118.577	0	2.60312	94.7064	49.6675	0	15.9868	0	0	0	0	0	6.26064	202.406	0	0	46.7846	151.258	81.891	0	65.0371	0	29.7129
PWY-5505: L-glutamate and L-glutamine biosynthesis	0	0	8.91937	0	0	0	21.5122	0	0	0	3.09881	55.1415	0	34.9012	8.1949	0	0	0	11.1903	0	0	14.9387	6.64876	0	2.15153	17.0171	15.8262	27.4347	42.2235	0	34.1476	0	16.6624	0	0	27.4952	0	43.5713	0	3.13482	5.71994	9.0469	31.2836	5.70666	28.6148	3.11337	0	0	0	0	0	41.9172	1.45507	4.28365	0	9.55055	0	0	0	0	0	0	66.2783	0	0	0	89.2906	25.6939	0	0	0	3.55037
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	0	0	0	0	0	0	2.24804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98094	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6657	0	0	0	2.11163	0	0	11.6265	0	0	0	0	0	0	0	37.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6092
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54753	0	0	0	0	0	0	14.7894	0	0	0	9.24609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7918
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	201.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1012
PWY-5656: mannosylglycerate biosynthesis I	0	0	0	0	0	130.047	19.572	0	0	0	0	0	0	11.0357	4.16214	0	0	0	0	0	0	0	0	0	0	0	0	39.1661	84.1551	0	90.9952	0	0	0	0	0	0	58.6516	0	0	2.29648	0	5.62929	4.27074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.3826	0	0	0	58.6329	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	203.127	192.705	205.021	0	0	170.051	250.245	318.909	290.922	0	5.81156	182.971	0	135.863	235.461	41.921	119.613	14.0248	127.871	0	53.2331	206.532	145.596	262.61	146.17	312.94	97.9035	160.226	180.786	0	180.523	235.512	188.131	0	222.314	189.032	54.4437	172.174	0	226.976	148.354	202.965	174.405	124.101	169.332	185.965	57.7897	173.509	0	223.021	63.4833	211.675	185.466	220.065	540.888	222.384	0	123.381	57.904	249.138	167.284	338.96	219.649	140.94	224.046	259.9	102.141	289.066	0	238.708	107.097	193.044
PWY-5667: CDP-diacylglycerol biosynthesis I	206.358	4.79882	556.412	684.624	0	240.679	425.099	421.793	381.334	0	479.391	484.18	0	438.048	424.176	539.373	0	11.2513	367.2	392.859	452.549	460.767	343.255	351.321	371.49	413.756	479.098	389.171	301.837	0	312.147	505.138	419.762	92.605	576.441	318.377	396.972	430.064	352.531	631.364	300.02	381.22	550.63	188.854	357.789	466.595	439.43	201.301	449.67	454.439	86.8433	340.489	274.019	412.46	0	240.078	0	20.9265	0	472.047	453.285	278.221	391.329	369.803	289.452	426.219	416.243	431.078	0	422.869	419.766	185.695
PWY-5675: nitrate reduction V (assimilatory)	0	0	0	0	0	0	19.6837	0	0	0	0	0	0	39.5442	5.55706	0	0	0	0	0	0	0	0	0	0	0	0	56.469	84.4781	0	126.259	0	0	0	0	31.5627	0	163.205	0	0	15.9084	4.05383	15.9242	26.5237	28.7673	3.02867	0	0	0	0	0	87.8935	1.46197	0	2.81298	0	0	0	0	0	0	62.8583	95.9811	0	0	0	167.249	0	0	0	0	37.9263
PWY-5676: acetyl-CoA fermentation to butanoate II	0	0	335.26	0	0	0	37.6542	90.6767	0	0	0	61.8944	0	51.9746	117.673	0	0	0	0	0	0	11.8074	5.57089	11.6792	82.1336	20.7073	52.8675	46.7518	0	0	23.3434	337.503	26.9527	0	0	62.7403	0	23.0296	0	60.8523	18.4805	38.1774	142.958	0	100.641	295.025	4.66604	0	0	199.601	0	9.24044	29.6528	68.188	0	107.815	0	0	0	0	0	6.97181	79.1738	24.6979	0	21.3917	140.898	167.467	0	22.1477	0	14.558
PWY-5677: succinate fermentation to butanoate	0	0	0	0	0	0	10.5104	0	0	0	0	0	0	6.59684	0	0	0	0	0	0	0	0	0	0	4.46784	0	0	4.01611	0	0	3.08595	0	0	0	0	0	0	0	0	5.65033	0	4.57913	0	0	3.35794	7.40569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2427	0	0	0	42.1733	0	0	0	0	0
PWY-5686: UMP biosynthesis I	202.668	345.247	705.057	811.743	279.766	300.738	468.18	474.747	445.762	0	540.425	523.857	0	487.514	530.206	551.112	246.539	681.073	558.755	505.447	336.576	521.621	699.527	420.482	556.168	582.003	512.985	439.023	345.108	539.631	335.074	528.567	560.068	209.288	662.233	448.126	525.442	312.354	370.815	733.592	507.954	552.424	638.381	192.466	554.69	535.204	475.842	171.492	543.202	507.624	446.991	410.593	400.298	455.545	500.869	615.501	0	949.003	260.58	617.835	528.895	696.006	386.368	392.635	410.495	501.784	409.505	497.614	0	514.269	430.67	719.508
PWY-5690: TCA cycle II (plants and fungi)	0	0	8.48477	0	0	0	96.1745	0	5.03949	0	0	6.5243	0	71.4485	27.4814	7.31046	0	0	5.26184	0	0	9.53948	20.8234	3.2993	19.5264	13.6218	23.071	97.5516	117.889	0	166.658	13.6498	16.4003	0	45.2076	347.455	0	143.181	0	6.90312	46.1812	24.0984	20.3454	12.344	60.131	18.3426	5.02278	11.1811	0	2.42406	0	94.228	120.007	18.3808	0	18.3094	0	0	0	0	0	0	130.032	0	0	14.2523	47.0444	67.1061	0	0	22.3981	67.9972
PWY-5692: allantoin degradation to glyoxylate II	0	0	0	0	0	0	0.810471	0	0	0	0	0	0	0.724497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59121	0	15.7968	0	0	0	0	0	0	3.73274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21449	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation	0	405.615	395.048	866.169	182.305	319.498	441.39	494.057	520.425	0	587.5	487.462	0	495.848	541.037	641.144	300.854	616.229	413.621	530.103	162.372	527.711	416.413	465.498	473.034	534.444	599.115	434.516	356.848	565.906	389.193	386.627	528.743	190.886	739.543	375.041	487.541	476.243	341.095	664.692	349.595	498.071	262.357	32.4852	494.14	331.589	489.654	132.072	570.718	555.063	515.303	273.507	367.297	503.316	1063.09	373.83	0	742.376	284.843	516.186	568.141	501.167	440.187	471.018	231.006	535.06	443.628	517.573	0	548.64	490.93	549.331
PWY-5705: allantoin degradation to glyoxylate III	0	0	0	0	0	0	6.21439	0	0	0	0	0	0	3.3777	2.5246	0	0	0	0	0	0	0	0	0	0	0	0	9.18386	19.6516	0	25.8634	0	0	0	0	0	0	27.2727	0	0	0	1.79727	1.11737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5674	0	0	0	37.6823	0	0	0	0	0
PWY-5723: Rubisco shunt	0	0	4.52112	0	0	0	50.7207	0	0	0	0	0	0	73.199	9.30808	0	168.621	133.455	0	0	26.194	0	128.771	0	0	0	16.5862	85.6779	195.601	0	211.015	0	0	0	0	360.134	0	261.093	7.06697	0	68.6648	9.83092	55.0368	46.446	75.8645	10.7619	0	90.9449	5.86092	0	0	10.0848	84.0547	0	7.63358	0	0	0	0	0	0	142.209	154.286	0	0	0	224.369	0	0	0	0	18.3266
PWY-5747: 2-methylcitrate cycle II	0	0	0	0	0	0	12.553	0	0	0	0	0	0	13.5253	2.42741	0	0	0	0	0	0	0	0	0	0	0	0	17.4971	31.6998	0	54.7888	0	0	0	0	0	0	12.2456	0	0	0.850088	0.967123	12.3112	3.21933	19.6944	0	0	0	0	0	0	3.24038	0	0	0	0	0	0	0	0	0	0	34.1487	0	0	0	55.3923	0	0	0	0	0
PWY-5751: phenylethanol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9849	0	0	0	0	0	0	0	0	0	1.05525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5791	0	0	0	0	0	0	18.9543	0	0	0	0	4.34662	0	16.9644	1.74705	0	0	0	0	0	0	0	0	11.8564	0	0	0	35.7043	50.6002	0	59.271	0	4.69811	0	0	165.581	0	36.1137	0	0	0	0	27.3349	0	43.1162	5.08668	0	0	0	0	0	0	39.4887	0	0	0	0	0	0	0	0	0	42.7194	0	0	0	43.6903	0	0	0	0	0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"	0	239.612	0	0	0	0	24.1367	47.7957	0	0	5.94919	67.9279	0	38.5987	2.8151	0	156.639	21.5522	5.25981	0	0	24.8093	29.5517	72.2601	0	0	0	38.836	52.9607	0	107.829	51.125	32.381	0	68.9148	298.052	0	101.155	0	0	20.9808	9.35241	33.6702	11.3971	47.7175	28.393	0	79.8308	0	0	114.474	58.0438	59.5216	2.45085	4.38215	0	0	754.06	0	17.8059	3.23642	62.5859	63.7677	0	0	0	69.6521	0	0	0	4.86135	195.173
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	0	0	0	0	0	67.9228	128.223	0	0	15.1055	150.147	0	104.585	9.47765	0	107.524	0	17.3699	0	0	75.1105	0	176.682	0	0	0	105.373	131.055	0	209.29	14.1121	93.2624	0	186.38	235.72	0	201.373	0	0	46.1519	30.3919	46.6386	29.2823	116.537	51.2016	0	47.7308	0	0	209.641	57.1726	141.461	8.21588	0	0	0	0	0	17.669	10.9075	55.9381	153.974	0	0	0	140.03	0	0	0	16.1828	156.36
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	117.657	0	0	0	0	47.396	100.818	0	0	19.905	64.6208	0	50.3271	9.33641	0	154.773	0	0	0	0	0	68.9754	143.127	0	0	0	88.0127	113	0	139.725	14.1061	26.5291	0	117.644	221.06	0	95.329	0	0	55.7256	23.4459	52.3697	0	96.4444	52.149	0	95.7952	0	0	208.874	113.484	100.982	8.11134	13.5397	0	0	77.5733	0	46.8962	10.2207	155.422	111.238	0	0	0	102.063	0	0	0	11.2541	132.222
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	0	0	0	0	0	64.9484	123.919	0	0	19.8839	14.261	0	105.065	9.43205	0	107.753	0	0	0	0	69.5455	41.5998	37.2774	0	0	0	102.176	113	0	139.725	0	33.4065	0	186.363	206.67	0	197.438	0	0	49.5778	29.467	45.4992	0	96.4444	14.9386	0	0	0	0	101.612	69.7814	100.982	8.16759	0	0	0	0	0	27.8507	9.8033	0	111.238	0	0	0	102.063	0	0	0	0	66.449
PWY-5850: superpathway of menaquinol-6 biosynthesis	0	0	0	0	0	0	47.396	0	0	0	0	14.261	0	50.3271	5.77082	0	0	0	0	0	0	0	0	37.2774	0	0	0	88.0127	113	0	139.725	0	15.241	0	0	206.67	0	95.329	0	0	4.49406	0	45.4992	0	96.4444	14.9386	0	0	0	0	0	79.3781	100.982	0	0	0	0	0	0	0	0	0	111.238	0	0	0	102.063	0	0	0	0	49.5302
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0	0	0	0	0	0	4.08919	0	0	0	0	0	0	5.85092	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60383	11.1077	0	7.45112	0	0	0	0	25.341	0	34.2465	0	0	17.4864	3.00606	1.30067	0	26.9876	8.59842	0	0	0	0	0	0	5.02441	0	0	0	0	0	0	0	0	0	12.6545	0	0	0	34.519	0	0	0	0	7.0516
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)	0	0	0	0	0	0	4.08919	0	0	0	0	0	0	5.85092	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60383	11.1077	0	7.45112	0	0	0	0	25.341	0	34.2465	0	0	17.4864	3.00606	1.30067	0	26.9876	8.59842	0	0	0	0	0	0	5.02441	0	0	0	0	0	0	0	0	0	12.6545	0	0	0	34.519	0	0	0	0	7.0516
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)	0	0	0	0	0	0	4.08919	0	0	0	0	0	0	5.85092	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60383	11.1077	0	7.45112	0	0	0	0	25.341	0	34.2465	0	0	17.4864	3.00606	1.30067	0	26.9876	8.59842	0	0	0	0	0	0	5.02441	0	0	0	0	0	0	0	0	0	12.6545	0	0	0	34.519	0	0	0	0	7.0516
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0	0	0	0	0	0	33.4617	0	0	0	0	9.63946	0	35.1483	3.86559	0	0	0	0	0	0	0	0	25.5369	0	0	0	63.543	85.4896	0	106.361	0	10.2836	0	0	181.155	0	70.2612	0	0	3.0122	0	38.6874	0	70.5503	10.2728	0	0	0	0	0	58.086	73.9542	0	0	0	0	0	0	0	0	0	83.0424	0	0	0	79.0084	0	0	0	0	35.2256
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	0	0	0	0	0	49.2113	95.0612	0	0	10.1436	116.98	0	76.9928	6.36816	0	87.997	0	11.7371	0	0	52.9632	0	134.953	0	0	0	77.342	101.332	0	171.418	9.60879	67.0811	0	136.058	216.186	0	168.167	0	0	32.562	20.7657	39.9316	20.6912	87.0115	38.1252	0	34.5258	0	0	164.865	40.7244	107.859	5.52993	0	0	0	0	0	11.916	7.32414	39.1523	120.491	0	0	0	115.313	0	0	0	10.9361	129.919
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	0	0	0	0	0	46.8781	91.5259	0	0	13.3833	9.63946	0	77.3832	6.33727	0	88.2272	0	0	0	0	48.8304	28.6867	25.5369	0	0	0	74.7671	85.4896	0	106.361	0	22.8702	0	136.044	181.155	0	164.07	0	0	35.1312	20.1185	38.6874	0	70.5503	10.2728	0	0	0	0	73.1391	50.4677	73.9542	5.49712	0	0	0	0	0	18.9087	6.57788	0	83.0424	0	0	0	79.0084	0	0	0	0	48.3615
PWY-5863: superpathway of phylloquinol biosynthesis	0	0	0	0	0	0	19.9916	0	0	0	0	4.92887	0	18.6843	1.99255	0	0	0	0	0	0	0	0	13.4562	0	0	0	35.8061	0	0	55.4065	0	5.31628	0	0	137.53	0	35.064	0	0	0	0	19.1864	0	46.4331	5.77833	0	0	0	0	0	0	40.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90055	0	0	0	0	0
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)	178.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6701	0	0	0	0	0	0	48.1164	0	0	15.8305	113.932	0	0	0	21.7495	0	0	0	0	104.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6546
PWY-5871: ubiquinol-9 biosynthesis (late decarboxylation)	183.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0753	0	0	0	0	0	0	70.1429	0	0	17.2036	155.417	0	0	0	21.893	0	0	0	0	107.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2802
